"","region","object of transaction","address","total area transfer","land type_in city","land type_not in city","Land use zoning detailed map of non-urban area","date","number of buildings","transfer floor","total floors","type of building","main uses","main building materials","time of completion","total area","number of living rooms","number of dining  rooms","number of restrooms","has compartment","has management organization","selling price","selling price per square meter","parking category","total parking area transfer","parking price"
"317","中山區","房地(土地+建物)+車位","臺北市中山區德惠街1~30號",5.68,"商",NA,NA,10310,"土地1建物1車位1","十一層",12,"住宅大樓(11層含以上有電梯)","見其他登記事項","鋼筋混凝土造",951113,61.45,1,0,1,"有","有",14000000,227828,"",0,0
"318","文山區","房地(土地+建物)+車位","臺北市文山區興順街61~90號",48.09,"住",NA,NA,10308,"土地1建物1車位2","全",2,"透天厝","見其他登記事項","鋼筋混凝土造",951123,342.22,5,2,4,"有","無",60000000,175326,"坡道平面",71.94,0
"319","中正區","房地(土地+建物)+車位","臺北市中正區羅斯福路三段244巷10弄1~30號",42.54,"住",NA,NA,10309,"土地1建物1車位1","三層",6,"華廈(10層含以下有電梯)","住家用","鋼筋混凝土造",870803,155.93,3,1,1,"有","有",13630000,87411,"一樓平面",0,0
"320","中正區","車位","臺北市中正區南昌路一段121~150號",0.08,"商",NA,NA,9606,"土地0建物0車位1","一層",18,"其他","見其他登記事項","見其他登記事項",990301,13.82,0,0,0,"有","有",900000,NA,"坡道機械",0,900000
"321","中正區","車位","臺北市中正區南昌路一段121~150號",0.08,"商",NA,NA,9606,"土地0建物0車位1","一層",18,"其他","見其他登記事項","見其他登記事項",990301,13.82,0,0,0,"有","有",900000,NA,"坡道機械",0,900000
"322","中正區","房地(土地+建物)","臺北市中正區南昌路二段202巷1~30號",16.27,"住",NA,NA,10309,"土地2建物1車位0","三層",8,"華廈(10層含以下有電梯)","住家用","鋼筋混凝土造",851218,80.87,2,1,1,"有","有",19300000,238655,"",0,0
"323","大安區","房地(土地+建物)+車位","臺北市大安區仁愛路三段51巷1~30號",54.88,"住",NA,NA,10309,"土地1建物1車位1","一層",6,"華廈(10層含以下有電梯)","住家用","鋼筋混凝土造",770531,185.25,3,2,2,"有","無",21500000,116053,"坡道平面",0,0
"324","大安區","房地(土地+建物)","臺北市大安區市民大道四段91~120號",24.58,"住",NA,NA,10310,"土地1建物1車位0","五層",7,"華廈(10層含以下有電梯)","住家用","鋼筋混凝土造",760325,140.94,3,2,2,"有","無",42000000,297999,"",0,0
"325","大安區","房地(土地+建物)","臺北市大安區敦化南路一段161巷69弄1~30號",17.62,"住",NA,NA,10307,"土地1建物1車位0","二層",6,"華廈(10層含以下有電梯)","住家用","鋼筋混凝土造",751220,72.95,2,2,1,"有","有",18980000,260178,"",0,0
"326","大安區","房地(土地+建物)","臺北市大安區基隆路二段121~150號",7.01,"商",NA,NA,10309,"土地1建物1車位0","十二層",12,"住宅大樓(11層含以上有電梯)","住家用","鋼筋混凝土造",700716,66.74,3,1,1,"有","有",16000000,239736,"",0,0
"327","大安區","土地","金華段四小段511~540地號",188,"商",NA,NA,10309,"土地1建物0車位0","",NA,"其他","","",NA,0,0,0,0,"有","無",90990000,483989,"",0,0
"328","士林區","房地(土地+建物)","臺北市士林區中山北路七段114巷34弄1~30號",27.24,"住",NA,NA,10308,"土地1建物1車位0","五層",5,"公寓(5樓含以下無電梯)","住家用","鋼筋混凝土造",670831,92.66,3,2,2,"有","無",5100000,55040,"",0,0
"329","大安區","房地(土地+建物)","臺北市大安區信義路四段265巷1~30號",21.12,"住",NA,NA,10309,"土地2建物1車位0","三層",7,"華廈(10層含以下有電梯)","住家用","鋼筋混凝土造",NA,116.94,2,2,1,"有","無",33500000,286472,"",0,0
"330","大安區","土地","金華段四小段211~240地號",268,"住",NA,NA,10310,"土地2建物0車位0","",NA,"其他","","",NA,0,0,0,0,"有","無",300000000,1119403,"",0,0
"331","大安區","車位","臺北市大安區安和路二段181~210號",3.22,"住",NA,NA,10308,"土地0建物0車位1","地下二層",17,"其他","見使用執照","鋼筋混凝土造",800105,46.93,0,0,0,"有","有",4500000,NA,"坡道平面",46.93,4500000
"332","大安區","房地(土地+建物)","臺北市大安區安和路二段181~210號",17.88,"住",NA,NA,10308,"土地3建物1車位0","六層",17,"住宅大樓(11層含以上有電梯)","住家用","鋼筋混凝土造",800105,195.97,4,2,2,"有","有",69000000,352095,"",0,0
"333","大安區","房地(土地+建物)","臺北市大安區新生南路三段70巷1~30號",10.13,"住",NA,NA,10309,"土地2建物1車位0","二層",7,"華廈(10層含以下有電梯)","住家用","鋼筋混凝土造",740307,45.51,4,2,1,"有","無",3700000,81319,"",0,0
"334","北投區","房地(土地+建物)+車位","臺北市北投區石牌路一段166巷1~30號",12.4,"住",NA,NA,10303,"土地1建物1車位1","七層",9,"華廈(10層含以下有電梯)","住家用","鋼筋混凝土造",1030911,70,2,1,1,"有","有",16880000,262487,"升降機械",12.73,1850000
"335","北投區","房地(土地+建物)+車位","臺北市北投區石牌路一段166巷1~30號",13.8,"住",NA,NA,10310,"土地1建物1車位1","六層",9,"華廈(10層含以下有電梯)","住家用","鋼筋混凝土造",1030911,72.95,2,1,1,"有","有",17650000,259050,"升降機械",12.73,2050000
"336","北投區","房地(土地+建物)+車位","臺北市北投區石牌路一段166巷1~30號",13.72,"住",NA,NA,10109,"土地1建物1車位1","四層",9,"華廈(10層含以下有電梯)","住家用","鋼筋混凝土造",1030911,72.55,2,1,1,"有","有",15750000,229020,"升降機械",12.73,2050000
"337","北投區","房地(土地+建物)+車位","臺北市北投區石牌路一段166巷1~30號",12.59,"住",NA,NA,10209,"土地1建物1車位1","三層",9,"華廈(10層含以下有電梯)","住家用","鋼筋混凝土造",1030911,70.65,2,1,1,"有","有",15800000,238605,"升降機械",12.73,1980000
"338","北投區","房地(土地+建物)","臺北市北投區中和街361~390號",9.67,"其他",NA,NA,10309,"土地1建物1車位0","十五層，電梯樓梯間",19,"住宅大樓(11層含以上有電梯)","住家用","鋼筋混凝土造",870624,83.73,2,1,1,"有","有",11100000,132569,"",0,0
"339","士林區","車位","臺北市士林區中山北路七段81巷1~30號",5.72,"住",NA,NA,10310,"土地0建物0車位1","地下三層",19,"其他","見使用執照","鋼筋混凝土造",811124,37.41,0,0,0,"有","有",2650000,NA,"坡道平面",47.13,2650000
"340","士林區","房地(土地+建物)+車位","臺北市士林區忠誠路一段173巷1~30號",58.03,"住",NA,NA,10310,"土地1建物1車位4","九層，十層",10,"華廈(10層含以下有電梯)","住家用","鋼筋混凝土造",1030610,412.38,0,0,0,"無","有",108880000,332220,"坡道平面",112.94,9400000
"341","北投區","房地(土地+建物)+車位","臺北市北投區大度路三段270巷61~90號",28.27,"其他",NA,NA,10309,"土地1建物1車位0","十一層",19,"住宅大樓(11層含以上有電梯)","見其他登記事項","鋼筋混凝土造",1010217,176.91,3,2,2,"有","有",27000000,152620,"坡道平面",36.48,0
"342","北投區","房地(土地+建物)+車位","臺北市北投區民族街1~30號",52.36,"住",NA,NA,10309,"土地1建物1車位1","四層",9,"華廈(10層含以下有電梯)","住家用","鋼筋混凝土造",961121,211.63,3,2,2,"有","有",31500000,148845,"升降機械",4.44,0
"343","北投區","房地(土地+建物)+車位","臺北市北投區公館路423巷8弄1~30號",39.8,"住",NA,NA,10310,"土地1建物1車位1","二層",6,"華廈(10層含以下有電梯)","住家用","鋼筋混凝土造",800320,197.35,4,2,2,"有","有",27000000,136806,"坡道平面",35.59,0
"344","北投區","土地","大業段一小段301~330地號",24.48,"其他",NA,NA,10310,"土地1建物0車位0","",NA,"其他","","",NA,0,0,0,0,"有","無",6664680,272250,"",0,0
"345","北投區","房地(土地+建物)","臺北市北投區溫泉路68巷23弄1~30號",49.18,"住",NA,NA,10309,"土地1建物1車位0","三層",5,"公寓(5樓含以下無電梯)","住家用","鋼筋混凝土造",750714,137.15,3,2,2,"有","有",16200000,118119,"",0,0
"346","北投區","房地(土地+建物)","臺北市北投區溫泉路37巷1~30號",11.13,"住",NA,NA,10309,"土地2建物1車位0","二層",13,"套房(1房1廳1衛)","住家用","鋼筋混凝土造",941111,55.09,0,1,1,"有","有",8700000,157923,"",0,0
"347","北投區","車位","臺北市北投區明德路271~300號",1.94,"住",NA,NA,10310,"土地0建物0車位1","地下二層",10,"其他","停車空間","鋼筋混凝土造",890426,15.68,0,0,0,"有","有",950000,NA,"坡道機械",15.68,950000
"348","南港區","房地(土地+建物)","臺北市松山區南港路三段130巷3弄1~30號",63.57,"工",NA,NA,10310,"土地1建物1車位0","四層",5,"華廈(10層含以下有電梯)","工業用","鋼筋混凝土造",790501,201,6,2,0,"有","無",30000000,149254,"",0,0
"349","松山區","房地(土地+建物)+車位","臺北市松山區健康路35巷1~30號",28.79,"住",NA,NA,10309,"土地3建物1車位1","九層",18,"住宅大樓(11層含以上有電梯)","國民住宅","鋼筋混凝土造",910514,135.3,3,2,1,"有","有",29100000,215078,"坡道平面",5.7,0
"350","松山區","房地(土地+建物)","臺北市松山區民族東路751~780號",28.97,"住",NA,NA,10309,"土地1建物1車位0","四層",7,"華廈(10層含以下有電梯)","住家用","鋼筋混凝土造",691023,144.22,4,2,2,"有","有",25500000,176813,"",0,0
"351","士林區","房地(土地+建物)","臺北市士林區忠誠路二段70巷1~30號",33.5,"住",NA,NA,10309,"土地1建物1車位0","四層",5,"公寓(5樓含以下無電梯)","住家用","鋼筋混凝土造",690314,114.28,3,2,2,"有","無",22550000,197322,"",0,0
"352","北投區","房地(土地+建物)","臺北市北投區光明路181~210號",2.73,"其他",NA,NA,10310,"土地1建物1車位0","五層",14,"套房(1房1廳1衛)","見其他登記事項","鋼筋混凝土造",940322,25.09,0,0,0,"無","有",4360000,173774,"",0,0
"353","松山區","房地(土地+建物)+車位","臺北市松山區八德路四段421~450號",4.86,"商",NA,NA,10309,"土地1建物1車位1","九層",14,"工廠","住家用","鋼筋混凝土造",970205,59.22,1,1,1,"有","無",10100000,NA,"升降機械",0.05,0
"354","信義區","房地(土地+建物)+車位","臺北市信義區基隆路一段91~120號",19.3,"商",NA,NA,10309,"土地1建物1車位1","九層",10,"華廈(10層含以下有電梯)","見其他登記事項","鋼筋混凝土造",881110,195.48,0,0,0,"無","有",32000000,163700,"升降機械",24.83,0
"355","信義區","房地(土地+建物)","臺北市信義區永吉路31~60號",3.11,"商",NA,NA,10310,"土地1建物1車位0","七層",14,"住宅大樓(11層含以上有電梯)","住家用","鋼筋混凝土造",960524,40.77,1,1,1,"有","有",10300000,252637,"",0,0
"356","南港區","房地(土地+建物)+車位","臺北市南港區向陽路258巷1~30號",35.55,"住",NA,NA,10308,"土地1建物1車位1","九層",15,"住宅大樓(11層含以上有電梯)","住家用","鋼筋混凝土造",950803,174.77,3,1,2,"有","有",29200000,167077,"坡道平面",37.84,0
"357","信義區","房地(土地+建物)","臺北市信義區信安街61~90號",20.39,"住",NA,NA,10309,"土地2建物1車位0","四層",7,"華廈(10層含以下有電梯)","住家用","鋼筋混凝土造",NA,113.11,3,2,2,"有","無",21050000,186102,"",0,0
"358","南港區","房地(土地+建物)+車位","臺北市南港區玉成街61~90號",22.98,"商",NA,NA,10309,"土地1建物1車位1","十層",17,"住宅大樓(11層含以上有電梯)","住家用","見其他登記事項",931216,213.69,3,2,2,"有","有",52500000,245683,"坡道平面",40.41,0
"359","松山區","房地(土地+建物)","臺北市松山區富錦街429巷1~30號",11.59,"其他",NA,NA,10310,"土地1建物1車位0","七層",7,"華廈(10層含以下有電梯)","住家用","鋼筋混凝土造",710226,57.97,1,2,1,"有","有",17600000,303605,"",0,0
"360","松山區","房地(土地+建物)","臺北市松山區南京東路三段335巷1~30號",4.78,"住",NA,NA,10310,"土地3建物1車位0","六層",7,"套房(1房1廳1衛)","住家用","鋼筋混凝土造",740819,30.38,1,1,1,"有","有",8000000,263331,"",0,0
"361","信義區","房地(土地+建物)","臺北市信義區林口街10巷31~60號",37.75,"住",NA,NA,10309,"土地1建物1車位0","四層，陽台",4,"公寓(5樓含以下無電梯)","住家用","鋼筋混凝土造",NA,119.93,3,2,2,"有","無",18750000,156341,"",0,0
"362","松山區","房地(土地+建物)","臺北市松山區八德路四段751~780號",6.26,"商",NA,NA,10309,"土地1建物1車位0","七層",10,"套房(1房1廳1衛)","住家用","鋼筋混凝土造",900507,46.15,1,1,1,"有","有",11680000,253088,"",0,0
"363","信義區","房地(土地+建物)","臺北市信義區松山路601~630號",27.26,"住",NA,NA,10309,"土地6建物1車位0","四層",4,"公寓(5樓含以下無電梯)","住家用","鋼筋混凝土造",630522,95.55,3,2,1,"有","無",16560000,173312,"",0,0
"364","松山區","房地(土地+建物)","臺北市松山區敦化北路222巷1~30號",23.75,"住",NA,NA,10309,"土地1建物1車位0","四層",7,"華廈(10層含以下有電梯)","住家用","鋼筋混凝土造",690917,125.4,3,2,2,"有","有",9157258,73024,"",0,0
"365","信義區","房地(土地+建物)","臺北市信義區忠孝東路五段790巷31~60號",27.7,"住",NA,NA,10309,"土地1建物1車位0","四層",5,"公寓(5樓含以下無電梯)","住家用","鋼筋混凝土造",NA,110.79,3,2,2,"有","無",18700000,168788,"",0,0
"366","信義區","房地(土地+建物)","臺北市信義區虎林街56巷1~30號",57.75,"住",NA,NA,10309,"土地2建物1車位0","四層",4,"公寓(5樓含以下無電梯)","住家用","鋼筋混凝土造",611229,111.59,2,2,2,"有","無",20000000,179228,"",0,0
"367","信義區","房地(土地+建物)","臺北市信義區忠孝東路五段236巷31~60號",13.06,"住",NA,NA,10308,"土地1建物1車位0","六層",11,"套房(1房1廳1衛)","住家用","鋼筋混凝土造",860610,40.14,1,1,1,"有","有",14420000,359243,"",0,0
"368","南港區","土地","中南段四小段211~240地號",33.75,"住",NA,NA,10309,"土地2建物0車位0","",NA,"其他","","",NA,0,0,0,0,"有","無",5600000,165926,"",0,0
"369","中山區","土地","中山段四小段511~540地號",91,"住",NA,NA,10310,"土地1建物0車位0","",NA,"其他","","",NA,0,0,0,0,"有","無",63899999,702198,"",0,0
"370","內湖區","房地(土地+建物)+車位","臺北市內湖區民權東路六段191巷38弄1~30號",79.96,"住",NA,NA,10309,"土地1建物1車位1","一層",5,"華廈(10層含以下有電梯)","住家用","鋼筋混凝土造",861122,151.7,3,2,1,"有","有",26000000,171391,"",0,0
"371","中山區","房地(土地+建物)","臺北市中山區林森北路481~510號",4.31,"商",NA,NA,10308,"土地1建物1車位0","二層",14,"住宅大樓(11層含以上有電梯)","住家用","鋼筋混凝土造",920122,40.38,1,1,1,"有","有",7100000,175830,"",0,0
"372","內湖區","土地","石潭段四小段301~330地號",17.07,"住",NA,NA,10310,"土地1建物0車位0","",NA,"其他","","",NA,0,0,0,0,"有","無",3096000,181371,"",0,0
"373","內湖區","房地(土地+建物)+車位","臺北市內湖區安泰街61~90號",26.05,"住",NA,NA,10309,"土地1建物1車位1","五層",6,"華廈(10層含以下有電梯)","住家用","鋼筋混凝土造",970619,163.27,3,2,2,"有","有",18580000,113799,"坡道平面",0,0
"374","中山區","車位","臺北市中山區建國北路二段61~90號",0.38,"商",NA,NA,10310,"土地0建物0車位1","",NA,"其他","","",NA,0,0,0,0,"有","有",1000000,NA,"",0,1000000
"375","中山區","房地(土地+建物)","臺北市中山區民生東路二段115巷1~30號",15.33,"住",NA,NA,10309,"土地1建物1車位0","全",2,"透天厝","","加強磚造",NA,26.04,3,1,2,"有","無",8000000,307220,"",0,0
"376","內湖區","房地(土地+建物)","臺北市內湖區內湖路三段357巷1~30號",38.94,"住",NA,NA,10309,"土地1建物1車位0","五層",5,"公寓(5樓含以下無電梯)","住家用","鋼筋混凝土造",691111,124.97,4,2,2,"有","無",15000000,120029,"",0,0
"377","中山區","車位","臺北市中山區長春路61~90號",0.71,"商",NA,NA,10310,"土地0建物0車位1","地下五層",17,"其他","見使用執照","鋼筋混凝土造",850718,40.86,0,0,0,"有","無",1100000,NA,"",0,1100000
"378","中山區","房地(土地+建物)","臺北市中山區復興南路一段31~60號",3.09,"商",NA,NA,10309,"土地1建物1車位0","七層",12,"套房(1房1廳1衛)","住家用","鋼筋混凝土造",701008,31.64,1,1,1,"有","有",7230000,228508,"",0,0
"379","中山區","房地(土地+建物)","臺北市中山區遼寧街62巷1~30號",7.55,"住",NA,NA,10309,"土地1建物1車位0","二層",5,"套房(1房1廳1衛)","住家用","鋼筋混凝土造",820921,29.36,1,0,1,"有","有",6900000,235014,"",0,0
"380","內湖區","房地(土地+建物)","臺北市內湖區環山路二段109巷8弄1~30號",24.81,"住",NA,NA,10309,"土地1建物1車位0","四層",5,"公寓(5樓含以下無電梯)","住家用","鋼筋混凝土造",730417,97.83,3,2,2,"有","有",13800000,141061,"",0,0
